;funny;posted;item_id;recommend;user_id;sentiment_analysis
12553;;;72850;True;skylordjosh;2
12580;;;270550;False;DarkDwaler;2
12593;;12/04/2015;730;True;76561198042535860;2
12596;;07/07/2014;252490;True;76561198050452751;2
12597;;13/03/2015;218620;True;76561198080070794;2
12610;;08/04/2015;105600;True;76561198075435799;2
12622;;23/12/2013;109600;True;76561198057453677;2
12624;;06/03/2014;570;True;76561198057453677;1
12627;2 people found this review funny;30/06/2015;203160;True;76561198077294556;2
12639;;12/03/2014;230410;True;76561198057970914;2
12661;;29/11/2015;387860;True;Rotomaniac;2
12663;;;218620;True;SIEGHEILGRAMMAR;2
12664;;13/01/2013;203770;True;SIEGHEILGRAMMAR;1
12682;;04/11/2012;17410;True;123456789874561232145678;2
12684;;12/01/2014;105600;True;76561198079651012;2
12685;;05/12/2015;550;True;greenfuzzie23;2
12696;;29/06/2014;239160;True;76561198065084226;2
12700;;;206210;True;aceshot5;2
12701;;;383870;True;76561197997860947;2
12703;;13/06/2014;290000;True;76561198022915154;2
12706;;;227680;False;76561198073846178;0
12711;1 person found this review funny;;440;True;76561198072465460;2
12713;;02/03/2013;224580;True;76561198078595101;2
12716;;16/03/2013;33930;True;76561198078595101;1
12720;;22/11/2012;630;True;76561198034671342;2
12722;4 people found this review funny;05/03/2015;351790;True;imsodonionringsrightnow;2
12735;;01/12/2013;4000;True;76561198060502143;2
12739;;07/12/2013;232750;True;GAKMAKMAK;1
12744;1 person found this review funny;;337950;False;Playerize;1
12747;;11/01/2015;243870;False;Playerize;0
12761;;01/09/2015;363270;False;hmphhh;1
12763;7 people found this review funny;27/05/2015;329950;True;hmphhh;1
12765;;02/06/2015;223710;True;hmphhh;1
12769;1 person found this review funny;30/10/2015;221100;False;howwecanwinifjustwaitingmate;2
12782;;;218620;False;strumfreak;2
12785;;05/06/2015;339800;True;strumfreak;1
12788;;25/09/2015;730;True;hakimaro;2
12793;;09/04/2015;319510;True;117arbiter;1
12801;4 people found this review funny;21/01/2015;342380;True;76561198112280759;1
12802;;14/12/2014;730;True;76561198112280759;1
12817;;07/04/2015;39190;True;Hango115;2
12823;;15/12/2013;211820;True;76561198027750275;2
12831;1 person found this review funny;;10180;True;tresneaky;2
12862;;14/04/2014;272350;True;76561198104428121;2
12865;;27/12/2013;550;True;76561198104428121;1
12885;;21/01/2014;261820;True;Hashy2010;2
12889;1 person found this review funny;08/12/2015;252490;True;76561198058405866;2
12901;;24/06/2014;440;True;Hayjack;2
12902;;;365590;True;76561198121261684;2
12904;;30/10/2013;214950;True;Brennan2036;2
12905;;20/06/2013;43160;True;Brennan2036;2
12917;;;449800;True;76561198008021472;1
12922;;12/01/2015;109600;True;76561198057623952;2
12927;;17/03/2015;354500;True;ZeMadScientist;2
12940;1 person found this review funny;;431240;False;76561198058562728;1
12955;2 people found this review funny;05/10/2015;239820;True;plebatron;2
12961;;;234330;False;76561198058230663;2
12965;;14/03/2015;327410;True;76561198058230663;2
12967;;01/08/2014;297110;True;76561198058230663;2
12973;;23/11/2015;417860;True;HeraldTimes;0
12980;;29/12/2013;224540;True;heroash20;1
12987;;01/12/2013;219890;True;HeroKasperZ;2
12999;;;223710;True;HerperDeDerper;2
13012;1 person found this review funny;24/05/2014;239820;True;76561198026783871;0
13013;;04/06/2015;233720;True;hglo;1
13022;1 person found this review funny;;221100;True;18228272828;2
13026;1 person found this review funny;;341800;True;Caeso;1
13036;;02/01/2014;38740;True;76561198049268247;2
13050;;28/11/2015;32430;False;mrawesome99128;0
13066;;27/11/2013;236850;True;holgast;2
13077;;02/10/2015;303210;True;CorraNinetySix;2
13084;;17/04/2015;28000;False;jarryd187;1
13089;;;459820;True;76561198079366509;2
13091;;23/12/2013;113200;True;76561198079366509;2
13096;;15/03/2014;4000;True;76561198048709944;2
13104;;;373110;False;76561198044127701;2
13114;;23/08/2014;218620;True;76561198075621149;1
13119;;;232790;True;Hosky_;2
13121;;05/11/2015;107410;True;YouWannaFuckingGoM99;0
13123;;20/12/2013;221100;True;YouWannaFuckingGoM99;2
13132;1 person found this review funny;10/04/2015;342230;False;76561197986709258;2
13142;;24/04/2015;251170;True;hterrormc;2
13144;11 people found this review funny;;346110;False;HubDubs;2
13160;;;433850;True;HueziiE;2
13161;;;99900;True;HueziiE;0
13164;;;236870;True;76561198086732056;1
13166;;07/02/2014;208090;True;76561198086732056;1
13167;1 person found this review funny;;242680;True;mokomokoman;0
13177;;02/06/2015;374570;True;niggerfag;0
13189;;;440;True;29017637452801;2
13199;;16/02/2014;224260;True;76561198125859026;2
13200;;07/08/2014;440;True;omfgabrams;2
13204;;15/02/2014;570;True;Humg12;2
13212;;04/12/2015;304930;True;76561198064394417;1
13214;;04/12/2015;246620;True;76561198064394417;0
13219;;20/08/2012;109400;True;76561198064394417;2
13227;;22/08/2014;550;True;76561198075491202;2
13232;;25/02/2014;239160;True;Huntsman86;1
13238;1 person found this review funny;;242760;True;hydro_2k;0
13250;;31/12/2013;50300;True;76561198066969630;2
13255;1 person found this review funny;12/06/2015;730;True;HyperJGaming;2
13257;1 person found this review funny;26/05/2014;211420;True;JayKayGray;2
13258;1 person found this review funny;;208750;True;JayKayGray;0
13269;;02/05/2013;8850;True;Kuranszo;2
13287;4 people found this review funny;11/06/2014;42910;True;76561198065640356;2
13295;1 person found this review funny;28/12/2015;225540;True;76561198080526242;1
13297;;;287390;True;76561198080526242;1
13305;1 person found this review funny;;730;True;fartinspartan;2
13306;;19/05/2012;440;True;fartinspartan;1
13309;3 people found this review funny;20/09/2015;224260;False;76561198070700359;1
13310;;;238210;True;76561198070700359;2
13341;;23/12/2015;34900;True;OfficialMuir;1
13351;;25/04/2014;570;True;hinorei;2
13359;;10/01/2014;570;False;76561198044625090;2
13374;1 person found this review funny;;219150;True;ireallydontfuckingcare;0
13376;;05/12/2015;550;True;ireallydontfuckingcare;2
13382;1 person found this review funny;;304930;True;76561198103371005;0
13389;;;291480;True;76561198103371005;0
13397;;27/04/2015;72850;False;Alexander2539;1
13404;;01/05/2014;205550;False;ihaveduff;2
13406;;14/04/2014;230410;True;nightwingrocks;2
13410;;18/05/2015;730;True;05041129;2
13411;1 person found this review funny;05/01/2015;277430;True;05041129;2
13412;;23/05/2015;440;False;05041129;1
13435;;28/12/2014;205100;True;ImSleepy_;2
13438;1 person found this review funny;12/12/2014;12210;True;miochandesu;2
13440;1 person found this review funny;06/06/2015;219740;True;miochandesu;1
13453;;28/11/2013;219890;True;IG_Decay;2
13459;;;4000;True;bossetrongaming;2
13461;;17/12/2014;211420;True;insertnameherere;2
13476;;;288470;True;adamkupou;1
13482;;;620;True;InvertedBolt;1
13483;1 person found this review funny;17/02/2015;212680;True;76561198062892701;0
13484;;;412880;True;76561198027719152;2
13487;;17/01/2014;218230;True;quangcaol;2
13491;;18/12/2013;570;True;rageblazesc;2
13492;;09/12/2014;440;True;iraniangoldfish;2
13493;;13/07/2012;204880;True;76561198008302183;2
13497;;03/10/2014;49520;True;76561198091034264;1
13508;12 people found this review funny;;39210;True;Chellyyyyyy;1
13518;;26/12/2015;8930;True;76561198045145306;1
13524;;08/09/2015;209160;False;76561198045145306;1
13535;;;268500;True;isdonisbest;2
13538;;;241560;True;76561198070845116;1
13541;;01/08/2014;9930;True;76561198070845116;1
13548;;26/03/2014;248820;True;shucuz;2
13571;;25/10/2014;317360;True;iWooder;0
13572;;28/09/2014;620;True;iWooder;2
13604;;28/08/2014;319510;True;jackthesexybeast;2
13608;;27/12/2011;220;True;Jacab;2
13610;1 person found this review funny;;570;True;Jacab;1
13618;;31/12/2013;222730;True;tdog486;2
13626;;25/12/2013;211820;False;76561198048944049;2
13629;;03/02/2015;219150;True;jacket105;2
13640;;13/04/2014;212680;True;jacko_lewie;2
13648;;04/12/2014;304930;True;bobofofo;2
13650;;23/03/2015;730;True;Jaegerix;2
13655;1 person found this review funny;12/04/2015;107410;True;Kichia;2
13657;1 person found this review funny;12/04/2015;251570;True;Kichia;2
13662;;28/10/2014;570;True;archsniper9;2
13675;;;440;False;jaeek;2
13676;;20/10/2015;218620;False;jaeek;2
13682;;18/10/2015;730;True;Spoongegarred;1
13683;;29/07/2015;304930;True;Spoongegarred;2
13688;;04/09/2015;440;True;76561198149938292;2
13689;;14/10/2015;254700;True;JambiGaming;1
13695;1 person found this review funny;05/12/2015;225540;True;james815;2
13716;;18/07/2015;252490;True;76561198034070122;2
13738;;15/12/2014;105600;True;76561198079223196;2
13742;;28/10/2014;730;True;Jasontermi;1
13753;;16/06/2015;105600;True;76561198080717002;2
13763;1 person found this review funny;24/11/2014;209650;True;76561198117068101;2
13768;;03/09/2014;4000;True;76561198041547166;2
13771;1 person found this review funny;06/02/2015;326220;False;76561198049192579;1
13775;;05/03/2014;246620;True;GeneralPinkie;0
13778;;28/12/2013;8930;True;76561198075863151;1
13789;;;440;True;SunnyBirdie;2
13791;;;730;True;xximfatxx;1
13797;;17/04/2014;218060;True;cyberjepp;2
13799;;24/02/2015;319740;True;cyberjepp;2
13814;;;440;True;76561198097172610;1
13827;;29/09/2015;730;True;76561198074791637;0
13839;;15/09/2012;12900;True;yougotblehed;2
13845;;26/12/2015;304050;True;andramahesh13;1
13848;;21/08/2015;301640;False;jimbrisbane;2
13855;2 people found this review funny;12/02/2015;8870;True;Lunaii;2
13860;;31/12/2014;244850;True;01189958889189157253;2
13872;2 people found this review funny;06/04/2015;35450;True;76561198043130826;0
13876;;08/04/2015;25890;True;76561198043130826;2
13877;;18/11/2015;311210;True;76561198043130826;0
13882;;30/12/2013;8870;True;oldmanjingles;2
13885;;06/01/2014;440;True;jistar99;2
13892;;25/01/2015;236390;True;76561198078987534;2
13898;1 person found this review funny;14/10/2015;104900;True;76561197983745201;0
13902;;27/08/2015;730;True;qjoshz;2
13911;480 people found this review funny;;434570;True;guvnanixon;1
13916;;02/01/2015;209080;True;Joebert_;2
13927;;28/12/2013;9200;True;76561198022404680;0
13931;;22/07/2015;730;True;netherjack1;2
13942;;20/06/2015;218620;True;dzakuan;1
13944;;13/04/2015;346900;True;18481;2
13945;;24/12/2015;295110;True;76561198110083383;1
13949;;08/07/2015;730;False;76561198116548792;1
13951;;;333930;True;JokersLounge_;2
13952;;25/12/2015;730;True;JokersLounge_;1
13953;;30/08/2014;261180;True;76561198057637896;2
13961;;06/07/2014;218620;True;jordantheranga;2
13966;;29/11/2014;227300;True;76561198042151503;1
13992;;13/05/2014;730;True;joeshoer;1
14017;;07/10/2014;4000;True;76561198078765185;1
14052;;14/04/2015;271590;False;wiinga;1
14063;;18/01/2015;219150;True;superkingofthings;0
14068;;17/01/2013;440;True;Jyva;1
14071;;08/10/2014;6060;True;76561198093301565;2
14081;;15/01/2014;221100;True;76561198088661531;2
14087;;19/03/2014;245550;True;kage1996;0
14095;;18/03/2014;242920;True;kaizan12;0
14096;;;12120;True;76561198095405817;1
14103;;24/03/2015;230410;True;76561198105110458;2
14108;14 people found this review funny;28/10/2014;22000;True;threashold;2
14112;;19/09/2014;252490;True;76561198019293015;1
14117;;03/07/2015;315430;True;kapoweazel;2
14118;;20/02/2015;200230;False;kapoweazel;2
14119;;29/12/2013;225080;True;kapoweazel;2
14126;;12/11/2013;219740;True;76561198094663718;2
14136;;13/07/2014;304930;True;76561198078712087;1
14142;1 person found this review funny;01/12/2015;417860;True;elsteffe;1
14149;;;346330;False;76561198075597491;0
14152;;27/06/2015;273110;True;76561197995284337;2
14156;;;304930;True;GraytheCat;1
14158;;01/08/2014;224600;True;GraytheCat;1
14165;1 person found this review funny;30/01/2015;730;True;76561198088892521;1
14170;;13/06/2015;12900;True;KattykitTheKittyKat;2
14197;;02/01/2014;238960;True;76561197984211461;2
14199;;17/10/2015;236390;True;kyodaimuhnigga;2
14210;;;236090;True;ImmortalDragon;1
14236;;28/10/2015;382780;True;76561198092339855;2
14241;1 person found this review funny;;496920;True;76561198073916938;1
14246;;20/01/2014;244850;True;76561198073916938;2
14257;8 people found this review funny;;427950;True;jet14;2
14261;;27/09/2015;55230;True;jet14;2
14270;;09/12/2013;236390;True;KillaPotatoz;2
14273;;14/02/2015;620;True;76561198045484030;1
14286;;;301520;True;76561198066651573;1
14291;1 person found this review funny;04/12/2015;304930;True;kineticvine;2
14302;2 people found this review funny;;394360;True;76561198024507582;2
14314;;17/12/2013;105600;True;KingFluffyButt;1
14316;;08/12/2013;8870;True;76561198090488278;1
14319;;18/12/2015;352460;True;76561198228934824;2
14327;;01/12/2015;211820;True;76561198081300684;2
14350;;12/02/2014;252490;True;76561198051831438;2
14355;;03/09/2014;204100;True;76561198005477736;2
14368;;06/04/2014;72850;True;76561198060941201;2
14380;;;214850;True;gongpha;1
14382;;;223100;True;76561198020285970;2
14385;;11/01/2014;236390;True;namkhing22;2
14387;;30/11/2013;224260;True;12125;1
14389;;;440;True;TheKooke;1
14397;;04/10/2013;49520;True;76561198055055523;2
14418;;24/06/2011;45300;True;krogdog;2
14419;;24/06/2011;4500;True;krogdog;2
14428;;17/07/2013;221380;True;KrazyAl;0
14431;;;379670;True;76561197998873955;2
14432;;;379720;True;76561197998873955;0
14440;;09/12/2015;352960;True;krisx;2
14444;;;275850;False;mrninja36;0
14454;;;730;True;110211021;1
14487;;;427920;True;76561198045345375;2
14488;;;242760;True;76561198045345375;2
14495;;02/07/2014;4000;True;cggamess123;1
14496;1 person found this review funny;03/04/2015;248820;True;76561198046930744;1
14513;;15/01/2014;49520;True;WorldWideDepression;2
14514;;23/04/2014;224480;True;WorldWideDepression;2
14530;6 people found this review funny;08/01/2015;233130;False;larrythebrony;0
14540;;;346110;True;lasking2534;1
14543;;27/02/2014;8190;True;LaTKH;2
14548;;09/12/2015;223470;True;lauricella;1
14554;;12/06/2015;271590;True;lchammer;2
14560;2 people found this review funny;25/07/2014;218620;True;expert_spy;2
14561;;22/07/2014;550;True;expert_spy;1
14569;;10/06/2015;351710;True;changyung9999;2
14575;;07/11/2015;221100;False;76561198063004695;0
14579;;17/11/2014;301520;False;PuzziDestroyer;0
14587;;16/03/2015;221100;False;Flappyflap;1
14590;1 person found this review funny;;232090;True;legendary799;0
14602;718 people found this review funny;20/09/2014;22330;True;lelvis;1
14613;;09/10/2015;282140;True;Lemonjtr;1
14619;2 people found this review funny;;730;False;LEMONPARTY1488;2
14622;1 person found this review funny;02/04/2015;730;True;76561198072739934;2
14632;;11/05/2015;232090;True;Void2;0
14642;;07/01/2014;92700;False;76561197990895276;0
14644;;27/11/2013;218230;True;76561198066657942;1
14654;;;420110;True;sIuttrak;0
14659;1 person found this review funny;07/12/2014;440;True;76561198106774431;2
14664;;23/10/2014;24240;True;kasep;1
14666;;09/12/2014;318530;True;TheHunter42;2
14667;;29/12/2013;35720;True;TheHunter42;2
14677;4 people found this review funny;;527340;True;Limo1300;1
14678;;;242860;True;76561198066002441;2
14679;;;6550;True;ryanflyin13;2
14680;1 person found this review funny;05/11/2015;391540;True;ryanflyin13;2
14689;;;413150;True;76561198076052494;1
14690;;14/05/2015;47810;True;Aragorn54321;1
14691;;14/06/2014;91310;True;76561198043524540;1
14696;;12/08/2014;231670;True;Furms;1
14699;;12/02/2014;49520;True;SonicSounds1711;2
14704;;15/12/2011;17020;True;SonicSounds1711;2
14718;;25/03/2015;338470;True;livaris;2
14720;;10/06/2014;218620;True;76561198083376561;2
14731;;;239140;False;76561198080459478;2
14738;;22/04/2014;211820;True;76561198092819016;2
14744;;11/01/2014;8870;True;Locstock;2
14745;;01/02/2014;221100;False;ShamPowWow;2
14752;;;304930;True;76561198077514605;1
14757;;02/06/2015;332310;True;76561198045702747;1
14760;;;39150;True;Rakurix;2
14767;;26/11/2015;440;False;LonleyRedHeadOrphan;0
14770;;31/12/2013;211820;True;woola;2
14776;;31/03/2015;730;True;76561198059897383;1
14784;;18/07/2015;363970;True;SKSG;1
14787;;06/08/2015;255710;True;SKSG;1
14809;;22/08/2015;344760;True;76561198092448174;0
14833;;31/08/2014;20920;True;low-rain;0
14834;;23/04/2014;730;True;FiLoBoI;2
14840;;21/01/2015;222880;True;76561198021437758;1
14850;;20/06/2014;24840;True;Lubnut;1
14852;;09/11/2015;244450;False;Lubnut;1
14861;;30/11/2013;50130;True;JewONOff;1
14865;;;368740;True;76561198046109277;2
14867;;31/12/2015;418300;True;76561198046109277;2
14876;;;246620;True;76561198082262826;1
14883;;14/05/2014;48700;True;76561198065613069;2
14893;;18/05/2015;348620;True;Lumaxious;2
14897;;02/10/2014;304930;True;Kurisuchan27;2
14901;;09/10/2014;204240;True;LummusMaximus;2
14909;;27/05/2014;250320;True;76561198076696353;2
14910;39 people found this review funny;09/11/2015;377160;True;76561198076696353;1
14912;;01/07/2014;221640;True;76561198076696353;1
14924;;03/04/2014;244850;True;platitudinal;2
14926;;;236850;True;76561198064214213;2
14931;;;200510;True;lyskal;2
14938;12 people found this review funny;12/10/2015;212200;True;iAlyxan;2
14948;;;206440;True;bottlescKy;2
14952;1 person found this review funny;;236110;True;_MAK_;2
14954;;30/07/2015;356670;True;_MAK_;1
14968;2 people found this review funny;;49520;True;TheGoodMister;2
14989;;24/03/2013;214420;True;stackonme;1
14993;;08/09/2012;35720;True;stackonme;1
15001;23 people found this review funny;;242700;True;MAC_CAB;2
15006;;14/05/2015;113420;True;MAC_CAB;0
15008;;20/10/2014;306830;False;76561197989883424;1
15018;;11/04/2015;570;True;Shaun_Stokes;2
15023;;;570;True;76561198028081789;2
15024;;14/06/2015;224480;True;madmolly;0
15027;;08/05/2015;315430;True;35475;2
15037;;02/07/2014;340;False;TheRealMagik;2
15043;;15/03/2014;400;True;TheRealMagik;2
15063;;25/12/2013;550;True;1452221660414;1
15067;;;252490;False;76561198078128803;1
15077;;;337320;True;76561198088018211;2
15093;1 person found this review funny;13/03/2015;310370;False;sorry404notfoundtryagain;2
15099;;11/06/2014;63380;False;Raiseyourdongersss;0
15119;;19/12/2013;50130;True;76561198056801459;2
15123;;07/09/2014;265550;True;76561198069995284;2
15126;1 person found this review funny;;304050;True;76561198115328277;2
15141;;;207610;True;MurctehGr8;1
15148;;14/01/2014;550;True;philosophem;2
15158;;27/12/2013;48700;True;76561198089669021;2
15161;;;64000;True;powerconverters;2
15163;;;345610;True;76561198072339171;1
15166;;03/07/2014;440;True;76561198087574900;1
15167;;14/04/2014;222900;True;mateushom;1
15170;;12/09/2014;4000;True;MatLyGames;1
15175;;;730;True;gametsf;2
15181;;19/03/2014;221100;True;76561198091190397;2
15188;;29/11/2013;200260;True;76561197972361546;2
15191;;10/07/2014;49520;True;Lachie42;1
15192;;25/06/2014;260230;True;Lachie42;2
15193;;19/09/2015;8190;True;76561198058727529;0
15198;;;461880;False;MazzCro;2
15219;;;275850;True;kuronokami;0
15222;;10/12/2015;295710;False;76561198195842698;1
15237;;07/12/2015;225540;True;MeckieLAD;2
15255;;03/05/2015;209650;True;76561198092226373;1
15261;;02/10/2014;730;True;MegazeroBlaze;2
15262;1 person found this review funny;20/12/2014;730;True;crazyclerkm;1
15273;;05/08/2015;440;True;MEIA-NOITE-ZIKA;1
15274;;01/08/2015;4000;True;MEIA-NOITE-ZIKA;1
15275;;15/01/2014;246420;True;MeisaKuroki;2
15276;;31/07/2015;383080;True;NateFawkesRiver;2
15282;;25/07/2014;233450;True;76561198093361154;2
15283;;25/07/2014;20920;True;76561198093361154;2
15294;;28/11/2014;211420;True;PlixPlex;2
15311;;;218620;True;wearethechampionsmyfriend;1
15316;;23/11/2015;417860;True;ILikeToMeow;1
15318;;28/02/2014;240;True;MrMasterix;2
15336;;14/02/2015;250900;True;76561198044788018;1
15338;;16/07/2015;104900;False;76561198044788018;1
15339;;;330830;True;76561198271002791;2
15340;;26/09/2014;440;True;76561198075581042;1
15371;1 person found this review funny;12/06/2015;242880;True;walsheys;2
15373;;27/02/2015;244850;True;walsheys;1
15378;;29/09/2015;383980;True;lolijuygter;2
15391;1 person found this review funny;24/07/2015;231430;False;MidnightEmperor;0
15394;;09/03/2014;34900;False;midniteviii;0
15395;;09/03/2014;104900;True;midniteviii;0
15411;;15/02/2014;99900;True;369231461278416;2
15422;;14/06/2015;209870;True;zaaikbr;1
15426;;16/02/2015;24240;True;zaaikbr;1
15431;1 person found this review funny;;322330;True;stopstalkingmypagefuckers;2
15442;;25/01/2014;251570;True;76561198092574945;2
15452;;07/03/2015;72850;True;76561198066306064;1
15469;;12/10/2013;218680;True;mistystriker;2
15470;;05/04/2013;49520;True;mistystriker;2
15485;1 person found this review funny;;204300;True;76561198061039342;2
15489;;;202170;True;Le-Mocha;2
15498;1 person found this review funny;;236390;True;76561198087000982;1
15508;;22/12/2013;218620;True;76561198066506757;2
15516;;;211820;True;flame1312;0
15517;;03/07/2015;301520;True;flame1312;0
15526;1 person found this review funny;;404011;False;76561198006550034;1
15529;;;550;True;mazkg;1
15533;;;218620;True;mazkg;1
15541;;25/12/2013;265210;True;76561198084001780;1
15549;;05/05/2015;271590;True;jerrygetajob;2
15551;;10/05/2015;247660;True;jerrygetajob;2
15554;;29/05/2015;253980;False;anonymoosebrony;1
15563;;;252950;True;76561198068809841;2
15575;2 people found this review funny;09/09/2015;570;True;76561198052118118;1
15600;;08/08/2015;319510;True;76561198077820909;2
15601;;;274190;True;76561198023381153;2
15603;;26/04/2013;10180;True;76561198013432172;1
15608;1 person found this review funny;;301640;True;Mozness;2
15610;;25/02/2014;224540;False;Mozness;2
15613;;03/11/2013;1250;True;Mozness;0
15614;;16/08/2015;222880;True;Mozness;0
15616;;27/08/2012;50300;True;mozzie-killer;2
15624;;27/12/2011;55040;True;theoretical_xp;0
15626;;12/11/2015;218620;False;tanderskaife;2
15627;1 person found this review funny;22/05/2014;248610;True;tanderskaife;2
15630;;07/12/2013;570;False;mgooisu;2
15633;1 person found this review funny;10/12/2013;113200;False;mgooisu;0
15641;;27/04/2015;220200;True;Mr_ISH;1
15645;1 person found this review funny;20/02/2015;17740;True;KingMadness;2
15647;;26/12/2015;337320;True;76561198069545441;2
15651;;15/01/2014;203160;True;The-Moose;2
15653;;16/09/2014;440;True;76561198040576691;0
15657;1 person found this review funny;07/07/2015;293180;True;barrythebreadinspector;0
15658;;04/07/2014;265930;True;barrythebreadinspector;1
15660;;;311210;False;76561198077602243;0
15661;;27/01/2014;209160;False;76561198077602243;0
15663;2 people found this review funny;;4000;False;GreatShot;2
15668;1 person found this review funny;18/03/2015;304930;True;fantastic_pootis;0
15680;;28/11/2013;72850;True;qwertybmwh1994;2
15685;2 people found this review funny;;461680;True;MrEdskiies;1
15693;;18/12/2010;1250;True;bigodo;1
15696;2 people found this review funny;;337000;True;76561198027828967;0
15697;;14/11/2015;377160;True;76561198027828967;2
15704;;02/02/2014;204300;True;76561198105743297;1
15719;2 people found this review funny;25/06/2014;226700;True;cliffxd;1
15733;;21/01/2014;209160;True;MrGrapeGaming;1
15735;;;437220;True;MRmeohme;1
15748;;07/09/2013;4000;True;mrmutantduck;1
15767;;21/12/2015;271590;False;CreepercraftNZ;1
15774;;19/05/2014;265930;True;mtmoss;1
15786;;11/07/2014;291480;False;MuellerJ7;2
15802;;;444090;True;mukanyawest;2
15804;;31/03/2015;113400;True;mukanyawest;2
15807;;23/06/2014;620;True;MumboBros;1
15808;4 people found this review funny;;269030;True;MumboBros;1
15827;;26/09/2014;50300;True;Murix;0
15828;;04/07/2011;440;True;Murix;2
15831;;30/10/2013;207610;True;76561198049652401;2
15842;;31/03/2014;245550;True;muwthree;1
15865;;31/01/2014;252490;True;Mysticallbullet57;2
15870;;15/11/2011;620;True;mythilas;2
15871;1 person found this review funny;04/05/2014;440;True;76561198057418960;2
15873;;08/11/2014;306830;False;mrsirha;2
15879;;;444560;True;NATETHEGOD;2
15881;;;225540;True;NATETHEGOD;2
15884;;16/09/2014;730;True;76561198055310480;2
15888;;22/08/2014;440;True;Arishaz;1
15890;;;304930;False;Arishaz;1
15906;;17/06/2015;72850;True;76561197961051810;1
15911;;23/09/2014;248310;True;NanoPi;2
15912;;18/10/2014;268750;True;NanoPi;2
15919;;;252950;True;76561198052909583;2
15925;;20/12/2013;730;True;Naranjita3560;2
15933;;21/02/2015;570;True;76561198066254470;1
15935;1 person found this review funny;24/05/2014;252490;True;narrth;1
15938;;03/08/2015;346900;True;BleedingClear;2
15939;;03/08/2015;385770;True;BleedingClear;2
15944;;28/12/2013;235340;False;eduardo281;1
15954;;15/10/2011;440;True;Zewaffleman;1
15955;;01/03/2012;72850;True;Zewaffleman;1
15957;;02/12/2013;200710;True;Zewaffleman;2
15963;;12/10/2014;214490;True;76561197970542592;1
15972;;28/01/2014;570;True;ale_xandao;1
15974;;27/11/2014;218620;True;EstGamingGG;2
15975;;30/12/2014;218620;True;terencemok;1
15978;;14/01/2015;250180;True;npeppers;2
15984;;;49520;True;TheOneTurino;0
15987;;;275850;False;Glitchhog;2
15998;;10/12/2012;440;True;thetimegoesfastxd77;1
15999;;07/12/2013;200710;True;76561197972017423;1
16005;;;407840;False;rickharrisonpawnshop;0
16025;5 people found this review funny;;225840;False;sheshenus;1
16038;1 person found this review funny;31/12/2013;223810;True;noizypuppy;1
16040;;14/04/2014;204450;True;mr_pie_nice_cheese;2
16044;;;394320;False;76561198068629778;1
16045;;06/05/2015;307780;False;76561198068629778;2
16060;;18/12/2013;570;True;SECHSACHTACHT;2
16069;;11/10/2014;440;True;ClamALone;2
16079;1 person found this review funny;;4500;True;QuenchingAlarm1;1
16081;;06/11/2014;218620;True;QuenchingAlarm1;2
16082;1 person found this review funny;22/09/2015;221100;True;QuenchingAlarm1;1
16085;;29/09/2015;391460;False;QuenchingAlarm1;0
16091;;01/10/2014;222880;True;Nikavek;0
16095;;;225540;True;Nikavek;0
16096;;;282070;True;Underpaidassassin;2
16111;;03/10/2014;730;True;76561198054581453;2
16112;;11/02/2014;206210;True;76561198054581453;2
16114;;27/02/2014;440;True;76561198078390373;1
16118;;31/01/2013;219640;True;76561198013059927;2
16123;;20/06/2014;22380;True;Nipsey;1
16125;;17/08/2012;570;True;Nirvesta;0
16126;2 people found this review funny;25/04/2014;1840;True;Nishanji;2
16133;1 person found this review funny;28/12/2014;104900;True;Ka2Dx;1
16142;1 person found this review funny;07/09/2014;630;True;plz2halp;0
16144;;03/04/2015;570;True;plz2halp;1
16145;;28/02/2014;440;True;plz2halp;2
16146;1 person found this review funny;09/05/2014;247730;False;improm8;1
16152;;01/05/2014;12220;True;improm8;1
16155;;14/08/2014;217690;True;improm8;1
16164;;07/11/2015;304930;True;ustupit;2
16168;;30/10/2014;209080;True;NocturnalPotato;2
16171;1 person found this review funny;23/08/2014;205100;True;NocturnalPotato;1
16173;;;355180;True;NocturnalPotato;2
16180;;10/08/2014;304930;True;nogginess;1
16183;;10/08/2015;355180;False;2910463;2
16186;;11/08/2015;550;True;2910463;0
16188;;27/08/2015;301520;False;2910463;2
16190;;27/06/2015;356640;True;76561198012189830;1
16191;;19/12/2013;221100;True;76561198012189830;0
16197;;24/09/2014;304930;True;Shad3Gam3r;0
16198;;24/09/2014;241540;True;Shad3Gam3r;2
16215;;27/04/2015;232090;True;76561198043305211;1
16220;;17/04/2014;209670;True;obcs;2
16233;2 people found this review funny;03/04/2015;274940;True;76561198059977575;1
16260;;;230410;True;nova_prime;2
16273;;28/01/2014;15620;True;76561198029310996;2
16275;;14/08/2015;252950;True;TheWildKermit;2
16290;;18/10/2014;630;True;gourmetdeadthings;1
16297;;18/12/2013;221100;True;freshcake;2
16298;;18/12/2014;730;True;Goofen;1
16299;;01/01/2014;8930;True;nydac98;2
16302;;;322330;True;waytogoidiot;2
16309;;28/02/2014;104900;True;76561198090713504;1
16331;;;318530;True;Obvious_Failure;2
16333;;25/09/2015;620;True;zeldafan57;2
16339;;29/01/2014;550;True;Cartrz;1
16342;;20/06/2014;221100;True;76561198072331143;2
